GeneID	male_O	female_O	male_A	female_A
PBANKA_1004000	105.5462346	294.6614265	10.23849834	15.73795641
PBANKA_1441000	103.7420254	143.2873325	123.0164902	212.8822623
PBANKA_1111400	102.5593045	102.1859184	237.351026	407.0622807
PBANKA_1133300	101.8015537	66.52227133	183.8764928	179.1799605
PBANKA_1419900	101.6636112	41.86634812	91.91496162	35.43145535
PBANKA_1237000	101.0357117	152.5340376	38.39264728	38.18364388
PBANKA_0617900	97.41498267	297.3281784	14.07217738	47.40075314
PBANKA_1414100	97.24945169	74.41279824	3.299170444	2.171585417
PBANKA_1217300	96.03173411	41.4759859	232.9258373	62.23651845
PBANKA_1450300	95.34971929	1758.435417	94.25701686	2037.59802
PBANKA_1362200	94.63897023	216.9266444	32.41375214	71.3033982
PBANKA_1040100	93.66294708	32.58335519	250.6758275	59.96746847
PBANKA_1414600	92.94564616	64.76345102	16.94437726	11.63526535
PBANKA_0621800	91.89728328	76.56550789	113.8867262	33.67874391
PBANKA_1421300	91.64898681	54.16275806	59.5824976	35.62997965
PBANKA_1344100	90.70970598	108.0327445	161.0003954	110.6525169
PBANKA_0707000	88.53148665	92.69588175	61.48787062	70.24867454
PBANKA_1347700	87.67624325	27.47540347	152.6722988	31.85132178
PBANKA_1357500	86.76582285	1041.559597	52.57858083	856.5522216
PBANKA_1122900	86.68404813	88.20794569	65.23279637	45.55109731
PBANKA_1127500	86.62788037	71.11911701	81.37488729	32.77266407
PBANKA_0942900	86.21405291	20.90877642	151.6600863	22.6506608
PBANKA_1444500	85.27604402	53.79679348	91.82491494	51.40691488
PBANKA_1128100	85.24066049	125.3061209	54.16414294	54.79884369
PBANKA_0602500	84.47597761	279.0125751	3.892768255	13.22769611
PBANKA_1303600	84.20009264	22.95889879	525.5378011	88.1893707
PBANKA_1338200	83.12414126	86.51402707	24.34886266	11.08454355
PBANKA_1211000	83.10296635	1553.016638	114.9488917	1917.157968
PBANKA_0109100	82.54478282	62.43355761	36.69422611	7.020171279
PBANKA_1439500	82.44733081	17.72950403	41.9255258	6.285684739
PBANKA_0824500	82.24130935	20.85998115	86.8239498	25.93933382
PBANKA_1110700	82.10336687	180.7530263	46.70396389	84.77400442
PBANKA_1117700	81.52400843	20.42556085	56.45844177	22.76539956
PBANKA_0932900	81.50641976	48.89286809	109.7567506	53.63781096
PBANKA_1330600	81.18941121	1904.529698	70.19394403	1648.264951
PBANKA_1227600	80.9722385	96.29748021	44.68969279	35.65627808
PBANKA_1203300	80.86188451	174.1503455	71.50176771	138.9768783
PBANKA_0806500	80.06564972	78.60919211	239.4335598	259.3785965
PBANKA_1032600	79.67557914	25.13649926	67.76024359	28.11489798
PBANKA_1107900	78.97772131	17.12714241	93.30165324	21.53764543
PBANKA_1308900	78.79274724	268.5213975	109.1835047	308.9255268
PBANKA_1430800	77.5075478	8.602866056	185.9193057	19.16774185
PBANKA_1452000	77.41332239	66.7528638	22.61452984	19.44226213
PBANKA_1136700	77.2256184	606.2332174	9.636614176	97.04608226
PBANKA_1454400	76.88914095	85.0257711	12.99082312	20.22752367
PBANKA_0521600	76.78823437	114.0842301	43.64955654	30.3579779
PBANKA_1460300	76.69602147	20.59160712	61.43755663	17.52296173
PBANKA_0931400	73.92032442	77.29171961	15.13312107	10.95305113
PBANKA_1343800	73.30263635	66.99115078	44.2475605	71.85790055
PBANKA_1438700	71.97969537	78.36147733	156.1346777	162.0176148
PBANKA_1001600	71.68566067	40.73390183	29.27645344	10.52982692
PBANKA_0901600	71.34385307	47.09307931	15.45852058	6.21733724
PBANKA_1364300	71.20591058	26.02366982	22.94786544	7.916794397
PBANKA_1126700	70.04719371	375.0156415	138.6889692	1137.669527
PBANKA_1026200	69.92677235	86.6201076	86.72088302	72.12296564
PBANKA_1308200	69.08159632	32.44059664	26.94853709	13.4595881
PBANKA_0715500	68.55741488	32.12632793	92.53279887	41.50512146
PBANKA_0722000	67.56422899	21.05013788	91.65712764	15.80115703
PBANKA_0909300	66.74587766	140.6279899	7.301750387	8.708819823
PBANKA_0821700	66.50970958	2832.858633	24.33533808	1580.730496
PBANKA_0610500	66.27542213	57.48083694	45.06511402	43.65633233
PBANKA_0823100	65.01107291	55.97248381	269.4926892	287.1261776
PBANKA_1411600	64.61225981	57.48083694	173.177532	313.9459513
PBANKA_1440000	63.8397819	82.17124737	28.59017498	18.89661298
PBANKA_1212400	63.15865427	68.98423218	33.70796671	40.39764782
PBANKA_0306700	63.06531032	11.41809494	259.9433629	42.61646793
PBANKA_1326400	62.54312254	57.17398739	179.6899518	146.8486642
PBANKA_0104400	61.86490158	78.4742688	34.18463693	17.91435443
PBANKA_1216200	61.5344662	95.4679605	17.32070565	10.35356437
PBANKA_1129500	61.46717116	158.0723016	111.3028639	117.658388
PBANKA_1125600	61.26110118	46.84346643	85.7854984	69.48348991
PBANKA_1135400	60.71816624	25.27091904	682.0334654	247.7434358
PBANKA_1023900	60.62995583	79.22701958	193.6653725	379.390998
PBANKA_1323300	60.58433926	15.35580184	39.41157025	9.659035372
PBANKA_0522400	59.64824756	21.01166015	28.838437	7.274732947
PBANKA_0401800	59.18918578	26.03228056	31.14758761	7.652575724
PBANKA_0602600	58.83634414	37.28804756	57.01995108	29.55124679
PBANKA_1022300	58.70832147	88.19746414	49.79127622	36.86462797
PBANKA_0520000	58.52745097	2.813276673	81.75382999	2.331247848
PBANKA_1410500	57.16062587	8.100016071	20.14948112	3.132467489
PBANKA_0514100	57.10595287	62.85469012	24.10294124	26.96183596
PBANKA_1419800	56.88748067	44.80729201	45.32758666	21.20538816
PBANKA_0306400	56.55641871	29.6431311	32.64943361	21.54856358
PBANKA_0710100	56.54287345	18.14667059	90.52423424	27.28659464
PBANKA_0104700	56.22535675	56.58788808	50.73183002	113.5373248
PBANKA_0908500	56.1018214	756.7659593	9.912458414	118.3840443
PBANKA_1124900	56.03223727	24.87991558	4.474265599	1.177578605
PBANKA_1428800	55.48046733	28.06685051	41.20241542	10.31113604
PBANKA_1308500	55.48046733	72.60737297	94.98432493	81.21215807
PBANKA_1114200	55.28734785	77.83398796	37.93842415	21.46059992
PBANKA_0516900	54.40451595	62.89711274	6.985225206	6.555316943
PBANKA_0814900	54.24940276	28.08168222	209.1580743	77.48188098
PBANKA_0106100	52.94232561	27.98409167	6.573888285	4.430232756
PBANKA_1028100	52.66161537	23.76541748	19.33898435	7.093067325
PBANKA_0311800	52.41814417	119.0074643	30.53436505	51.72742543
PBANKA_0512200	52.25261319	12.83315799	15.5862877	4.469915192
PBANKA_0910300	52.16175637	40.05988763	23.18602846	15.28858567
PBANKA_1009000	51.42495828	161.2927899	4.394478739	5.554729125
PBANKA_1207300	51.20425031	29.2039736	17.68846058	9.355528425
PBANKA_0803500	50.57396897	127.7989539	126.3521563	64.79446474
PBANKA_0520200	50.5445655	1036.899648	54.73728939	877.4240262
PBANKA_0308400	49.27305552	19.16826093	8.586285769	3.582325465
PBANKA_0909000	48.85922807	22.12865836	11.05686348	4.665731864
PBANKA_1017900	48.83163957	87.21157687	5.876429622	15.41535056
PBANKA_0304000	47.89825317	52.2353446	30.04340935	14.25991697
PBANKA_1337400	47.8688497	24.9214276	18.63977117	7.080358654
PBANKA_0615100	47.25909524	46.2579231	49.48685479	35.1910392
PBANKA_1210900	47.13376294	58.40794721	3.45851637	1.61442996
PBANKA_0710800	47.01878359	205.8380766	11.72750729	51.63242109
PBANKA_1228200	46.67973681	102.0065277	50.1611269	252.1410692
PBANKA_1431700	46.63390395	17.39391981	81.30779892	41.23736738
PBANKA_1235300	45.57537902	37.1332062	29.67016748	10.13066796
PBANKA_1464700	45.46584294	9.570688487	22.0431502	5.166841709
PBANKA_0710600	44.58301104	62.04319539	8.416149848	3.401354145
PBANKA_1355900	44.0864181	61.85998373	6.276823093	7.109240672
PBANKA_1406700	44.00365261	130.5273674	8.992069877	27.38726011
PBANKA_1003400	43.94847561	187.9350114	17.17247194	52.61141266
PBANKA_0609300	43.75236386	101.5710099	31.9332117	30.36498527
PBANKA_1350700	43.75236386	48.13654129	6.89636359	4.323816868
PBANKA_1007100	43.39952221	95.57246509	31.87225023	119.8106271
PBANKA_1362900	43.31394018	11.46689022	44.82415828	6.101720895
PBANKA_0211300	43.1484092	110.5700989	32.40303627	91.64438199
PBANKA_0918200	42.95528972	76.99894795	42.07052398	40.48746632
PBANKA_0717600	42.92770123	194.0832164	18.06350182	160.7279401
PBANKA_0611900	42.45869678	29.39915471	56.06587832	48.62927685
PBANKA_1228400	41.3275684	42.85302654	48.40659296	36.42392115
PBANKA_0414400	40.83097546	54.06516751	162.4890869	93.25225465
PBANKA_0901400	40.43068659	8.197606626	1.843297993	0.506146225
PBANKA_1120200	40.15732157	26.40377378	22.97874107	10.8313513
PBANKA_1213400	39.23084264	81.72722753	4.595421021	5.56879758
PBANKA_0828100	39.06531166	6.611760106	34.13568306	7.702585605
PBANKA_1317200	38.51854614	32.66843831	315.9435286	343.0761476
PBANKA_0813400	38.15489126	72.96936371	42.09184635	110.8881509
PBANKA_0912700	37.98928367	28.30126097	64.66016731	74.62640633
PBANKA_1027000	37.71347531	37.59827054	18.67632111	14.58775396
PBANKA_1320500	37.47834436	729.9531848	53.64099713	1303.52371
PBANKA_1022600	37.35482485	16.71238256	44.2754636	10.91763504
PBANKA_0206400	37.19538997	781.0652414	5.616651397	121.6025218
PBANKA_1122100	36.87694132	493.8082086	37.25452646	684.4934571
PBANKA_0816400	36.44440445	14.02864229	30.81741971	8.513008907
PBANKA_0302700	36.44440445	30.83589802	32.4312714	49.90597245
PBANKA_1317500	36.19610797	9.731992225	31.97123608	6.344393779
PBANKA_0811600	36.10746157	70.3627902	87.78840533	125.2306989
PBANKA_0306200	35.93104075	149.904941	16.49891348	40.78371426
PBANKA_1032300	35.50639555	48.61693751	44.13238552	96.75549877
PBANKA_0818600	35.28568758	82.68359778	12.47659349	14.42605193
PBANKA_1039900	35.23051058	25.29018509	174.5776803	89.28546959
PBANKA_0609800	34.52600214	3.75723637	75.04504794	5.885141041
PBANKA_1303000	34.0066086	41.18622124	91.4219513	88.73722953
PBANKA_1010700	33.54761227	148.8987894	62.70713748	334.8992983
PBANKA_1446900	32.69236886	335.5711582	34.61685258	280.9703425
PBANKA_0810400	32.33908197	83.17155056	10.74521485	20.01956543
PBANKA_0402300	32.3337184	128.7472673	37.96815288	145.9764085
PBANKA_1429900	32.3144139	77.74840198	20.90200127	32.56400195
PBANKA_0313800	32.22336442	58.7952127	3.722970331	9.483386164
PBANKA_0819000	31.79235193	6.652227133	29.77608642	6.576074384
PBANKA_1360500	31.57365991	20.95305022	21.22329805	9.348285552
PBANKA_0714700	31.28529243	30.68229872	6.900615102	2.243981092
PBANKA_1114900	31.13627588	249.3926635	10.86747657	95.3127418
PBANKA_0614300	31.11982454	13.12592966	70.7448056	12.79169549
PBANKA_1408500	30.69722303	6.447092376	18.47126936	4.822675518
PBANKA_1317400	30.60901262	48.47041268	3.55866532	4.180203938
PBANKA_0827500	30.42552683	27.63458232	19.03285052	21.45117508
PBANKA_0209400	30.1521618	79.76811567	33.40551376	111.6309934
PBANKA_0508100	29.57989115	5.655858312	62.33043031	12.19126119
PBANKA_MIT01100	29.35416074	33.81793001	42.26584505	50.48022204
PBANKA_0202800	29.24380675	126.1601901	12.80008433	25.04567768
PBANKA_1024100	28.66444831	52.20864337	51.07497095	68.49322571
PBANKA_0213200	28.30579785	39.79614294	17.74673046	24.81964826
PBANKA_1318400	28.02991288	38.24297978	12.19230555	12.85593079
PBANKA_1230800	27.87448988	30.91673844	41.85589787	18.82017234
PBANKA_1133500	27.69885092	9.344295648	19.59775841	4.5863315
PBANKA_1227700	27.19981958	10.45785905	14.53615982	5.562083736
PBANKA_1438900	26.78977205	5.430559198	11.26354988	2.411204573
PBANKA_1358600	26.67807653	47.74617907	23.53828609	63.7502301
PBANKA_0702900	26.46173402	24.11490891	37.57824571	19.62896004
PBANKA_0919900	25.78684348	10.44218939	127.144436	77.42667611
PBANKA_1029200	25.64163896	43.9283848	21.84898977	41.19618374
PBANKA_1141200	25.42294694	195.2299054	8.105477856	15.48994169
PBANKA_0409200	25.22817755	15.37051242	28.62571934	16.57663553
PBANKA_1211900	25.02235325	6.172602608	28.02533979	5.615875276
PBANKA_1118700	24.65752488	38.59463936	15.32196577	9.337743011
PBANKA_1409500	24.31666997	278.6454324	45.42349422	151.8261037
PBANKA_1112400	24.22270031	118.6926676	65.39598035	238.4355513
PBANKA_0942700	24.19905608	72.93617378	16.42871457	15.7990968
PBANKA_0907400	23.94681534	21.68567436	14.01868466	7.059870945
PBANKA_0208700	23.90502138	72.16821547	36.60837858	93.52795471
PBANKA_1102800	23.4226339	17.90786686	83.33144696	47.22267586
PBANKA_1035900	23.25710291	300.9927761	19.99905736	142.5810943
PBANKA_1123600	22.90530339	60.09138428	3.986662447	2.584460286
PBANKA_0826100	22.12597454	8.439830019	255.2098	53.40532868
PBANKA_1008800	21.87618193	4.977118309	18.29371873	7.613687248
PBANKA_0308200	21.67035764	9.319898009	131.4089758	44.40044693
PBANKA_0812100	21.19990211	42.37497989	1.176393118	1.172572087
PBANKA_0824100	21.14109517	50.60967515	16.53672611	19.29718634
PBANKA_0938500	20.66639558	29.09983059	23.86002041	32.80595455
PBANKA_1357000	20.34720147	12.01503579	26.39826157	10.69385743
PBANKA_0414100	20.24995675	412.9056385	56.8419579	1291.570555
PBANKA_0930500	19.91889478	21.53914953	377.0555339	357.6831434
PBANKA_0612800	19.54559899	1262.487212	17.41175747	1212.622396
PBANKA_1332800	19.31194785	25.81270182	96.72749897	47.85333838
PBANKA_0203100	19.2298696	85.80649554	13.44668481	33.94156999
PBANKA_1442600	19.20046613	23.32414266	59.78253458	37.23367365
PBANKA_0613600	19.09123988	55.13899462	16.59012713	30.50489338
PBANKA_0815000	19.05354196	29.08198541	10.6085738	16.17635945
PBANKA_1143600	18.34635046	3.602450161	2.495154453	0.780529751
PBANKA_1325600	18.12564248	57.72481332	48.58747479	127.2892143
PBANKA_1109200	17.84790649	3.871289725	30.79414171	7.318039747
PBANKA_1127700	17.60146104	42.81785604	11.5177456	20.314229
PBANKA_MIT01800	17.27039908	25.64191834	63.2664167	79.14861586
PBANKA_1435100	17.13245659	10.97893745	13.01905084	9.965400678
PBANKA_0608000	16.9486313	51.16184849	25.15271717	30.11449404
PBANKA_1222800	16.8481885	10.81353221	15.47761204	4.241639062
PBANKA_0915500	16.70117115	9.465503807	5.13756885	3.220204113
PBANKA_1419100	16.56592027	3.064771032	21.70462003	2.06870637
PBANKA_1126500	16.42923776	20.42556085	11.20781807	8.837898704
PBANKA_0802400	16.18320924	629.4071878	18.51268854	889.4205617
PBANKA_0522900	16.12853623	17.78587866	13.36546156	6.146399706
PBANKA_1340100	15.80820874	15.80966992	7.001891838	4.912011069
PBANKA_0828700	15.53232377	26.1580896	22.93820141	32.90835435
PBANKA_1236100	15.52503234	118.2309575	5.091982681	34.4088585
PBANKA_1229800	15.49562887	30.05789096	15.85560382	14.74325322
PBANKA_1415100	15.44955828	59.79861262	5.726478426	12.01691958
PBANKA_1239900	15.40741845	70.48973374	2.629702344	23.10862634
PBANKA_1234100	15.28980457	6.652227133	39.96952461	14.42503361
PBANKA_0407600	15.2564388	18.20063852	9.557337253	5.281986262
PBANKA_0834800	14.84261135	38.54826925	20.47268628	20.03621822
PBANKA_1121900	14.59431488	75.12032976	104.2525441	99.06907694
PBANKA_1431900	14.57035561	12.39600034	34.28378916	17.14630116
PBANKA_1123900	14.4287839	129.2342926	16.58587802	58.95955745
PBANKA_0519800	14.37829699	10.41779175	40.01193259	19.8245386
PBANKA_0202300	14.23566442	13.92588943	37.33915145	34.25187974
PBANKA_0518700	14.18048742	47.74590661	25.08150957	35.19074133
PBANKA_1036600	12.13893865	76.16360493	31.79464823	216.3242556
PBANKA_1354700	12.08273392	48.9825686	23.39992283	70.10337074
PBANKA_1360900	12.02601937	23.50258221	43.05883056	29.77906711
PBANKA_1409800	12.00099617	56.29483843	36.83818157	60.34926253
PBANKA_1423700	12.00099617	6.587362467	4.58117228	1.401695368
PBANKA_0924900	11.89064218	22.27504419	5.271630267	4.690615688
PBANKA_1111800	11.86404191	45.01364353	26.28821786	33.07207256
PBANKA_0611100	11.78028819	23.20215447	3.438783779	6.886339192
PBANKA_0204300	11.61475721	18.11046858	11.70390828	10.91831744
PBANKA_1141300	11.55556384	10.44218939	19.26306503	11.42665304
PBANKA_0934300	11.50866738	34.7422376	13.60451793	17.48513176
PBANKA_0814300	11.4967569	25.17296523	16.99853345	78.54669552
PBANKA_0819800	11.08510832	110.4725083	9.54860672	59.23225193
PBANKA_0102500	10.89745629	132.9273228	14.20930041	125.7229613
PBANKA_0518200	10.82525483	6.532801411	11.85355749	4.296447341
PBANKA_1356600	10.46763544	13.00394146	16.89229262	44.04952169
PBANKA_1140500	10.20300421	10.53977995	6.28386176	16.34375245
PBANKA_1416700	9.904270399	23.69010724	3.172466602	17.67971778
PBANKA_1218000	9.485766225	5.714468242	9.649466895	6.774354285
PBANKA_1407400	9.380088957	40.37809216	39.04395543	36.16000118
PBANKA_0507400	8.747680669	498.5067655	8.752976182	609.6674808
PBANKA_0928100	8.717965031	28.24998659	3.180214099	4.052409132
PBANKA_1346500	8.442080061	5.890298034	4.470101942	1.131325832
PBANKA_1357700	8.255623631	13.34550841	21.1287918	35.78809382
PBANKA_1028200	8.248960583	13.9066541	10.03608206	7.957316782
PBANKA_1013200	7.98225861	130.6981509	5.009643361	101.2080857
PBANKA_1340000	7.945487116	12.00363827	37.12065529	19.99919904
PBANKA_0943500	7.669602147	2.97651193	49.11990012	11.86049927
PBANKA_1213600	7.448894172	8.636764124	9.695774693	7.82477373
PBANKA_0823500	7.366128681	6.183309977	17.41581767	6.063687697
PBANKA_1114000	7.203850232	0.82053903	24.90692122	1.950416936
PBANKA_1434200	7.062655215	9.24808101	14.49700255	7.904003585
PBANKA_1028900	6.851008588	10.93014217	2.33468788	1.67276018
PBANKA_0611400	6.621239264	8.856342873	16.30480861	18.20143343
PBANKA_0931800	6.556973884	9.817163391	17.3192605	6.902688511
PBANKA_0701300	6.527570414	1.935644863	26.03024772	14.08081686
PBANKA_0927800	6.152234816	13.91985854	8.271960757	11.93484444
PBANKA_API00120	5.93152684	21.68567436	29.63703988	32.96602667
PBANKA_0416500	5.903938343	0.498184411	0.133807698	0.120847717
PBANKA_1009800	5.713328937	26.47143806	1.921037834	6.623576153
PBANKA_MIT01900	5.35795441	20.05485907	16.01478854	34.36883631
PBANKA_0308800	5.175010779	42.74466312	5.77769302	8.831713164
PBANKA_1346000	5.076283435	10.69981466	17.14374706	10.20647024
PBANKA_0506700	4.965929448	9.033009358	18.59453724	7.148542368
PBANKA_1142700	4.827986963	69.99682562	28.74919752	81.51056845
PBANKA_1319600	4.645748313	1.50550156	9.620130724	2.151399033
