	Metabolic task id	Alternative networks	Metabolic task desciption	high_expressed rxns(%)	low_expressed rxns(%) 	GPR rxns	total # of rxns	p_values	fdr_bh	high_expressed rxns	low_expressed rxns	rxns in a min with GPR	rxns in a min
45	C00019_c	alternative_1	S-Adenosyl-L-methionine	26.08695652173913	0.0	23	66	0.0	0.0	R01561_c,R01863_c,R02557_c,R01876_c,R02294_c,R02484_c		R01561_c,R01863_c,R02557_c,R01395_c,R01132_c,R01049_c,R02484_c,R10948_c,R01876_c,R00575_c,R00330_c,R01135_c,R00177_c,R04936_c,R00190_c,R00256_c,R01083_c,R04772_c,R02294_c,R10949_c,R00578_c,R00127_c,R01057_c	EXCbothC03150_e,Tc2eC00122_c,R01561_c,R01863_c,R02557_c,R01132_c,R01395_c,EXCbothC00153_e,Tc2eC00299_c,Tc2eC00294_c,Tc2eC00021_c,Tc2eC05698_c,Tc2eC00147_c,R01049_c,EXCbothC00009_e,R02484_c,Tc2eC00262_c,EXCbothC00019_e,R10948_c,R01876_c,Tc2eC00009_c,EXCbothC00021_e,R00575_c,R00330_c,R01135_c,R00177_c,R04936_c,R00190_c,EXCbothC05690_e,Tc2eC00212_c,Tc2eC00019_c,Tc2eC00073_c,Tc2eC00025_c,EXCbothC00559_e,EXCbothC05692_e,R00256_c,R01083_c,R04772_c,EXCbothC05698_e,Tc2eC03150_c,Tc2eC00152_c,R02294_c,EXCbothC00262_e,Tc2eC00013_c,EXCbothC00025_e,Tc2eC00526_c,EXCbothC00299_e,EXCbothC05335_e,EXCbothC00526_e,MT_biomass_C00019_c,R00578_c,Tc2eC05335_c,R10949_c,Tc2eC05692_c,EXCbothC00294_e,EXCbothC00013_e,R00127_c,EXCbothC00152_e,R01057_c,Tc2eC05690_c,Tc2eC00153_c,EXCbothC00122_e,EXCbothC00147_e,EXCbothC00212_e,Tc2eC00559_c,EXCbothC00073_e
42	C00018_c	alternative_1	Pyridoxal phosphate	32.0	10.0	50	119	0.00016257495306599184	0.00042368018071743327	R00848_m,R01561_c,R01863_c,R01068_c,R02557_c,R02147_c,R00703_c,R01641_c,R01876_c,R02748_c,R00200_c,R01969_c,R02297_c,R02294_c,R01067_c,R01829_c	R03222_m,R07456_c,FeSsyn1_m,R00355_c,R00345_c	R00086_m,Tc2eC00186_c,R00310_m,R01561_c,R01863_c,R02557_c,R02147_c,R02493_c,R00355_c,R05875_m,R00842_c,R01969_c,R02163Men_m,R02297_c,R00756_c,R00094_m,R02749_c,R01015_c,R00703_c,R07456_c,R01876_c,R02748_c,R00200_c,R01529_c,R00408_m,R00174_c,R01843_c,R00848_m,R01909_c,R01066_c,R01641_c,R00243_c,R03222_m,R01056_c,R00256_c,R00277_c,R02294_c,R01829_c,R00115_m,R02164Men_m,R00578_c,R01195_m,R01068_c,R00278_c,R00127_c,FeSsyn1_m,R07460_m,R01057_c,R01067_c,R00345_c	Tc2eC00294_c,Tc2eC00534_c,R00842_c,Tc2eC01079_c,EXCbothC00022_e,R07456_c,R01843_c,EXCbothC00011_e,EXCbothC00032_e,R03222_m,Tc2mC01079_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R07460_m,EXCbothC00212_e,EXCbothC01762_e,R01067_c,R00310_m,EXCbothC03150_e,R02557_c,EXCbothC00153_e,Tc2eC00299_c,Tc2mC00032_c,Tc2eC00097_c,R02163Men_m,EXCbothC00009_e,R00756_c,R02749_c,R01015_c,EXCbothC00314_e,Tc2eC00022_c,Tc2eC00032_c,R01876_c,Tc2eC00009_c,EXCbothC00387_e,R00848_m,EXCbothC00559_e,EXCbothC00385_e,MT_biomass_C00018_c,Tc2mC00007_c,EXCbothC00007_e,R00115_m,Tc2eC00013_c,Tc2mC00097_c,Tc2eC05512_c,EXCbothC00299_e,EXCbothC05512_e,R01195_m,R00127_c,FeSsyn1_m,Tc2eC00250_c,Tc2eC00385_c,Tc2mC00027_c,Tc2eC00387_c,R05875_m,EXCbothC00027_e,EXCbothC00250_e,Tc2eC00314_c,Tc2eC00262_c,Tc2eC01762_c,R00703_c,Tc2eC00330_c,EXCbothC00330_e,R02748_c,EXCbothC00084_e,R01909_c,R01066_c,Tc2eC00212_c,R01641_c,R01829_c,R02164Men_m,EXCbothC00106_e,R00578_c,FeStran1_m,R01068_c,EXCbothC00080_e,EXCbothC01079_e,Tc2eC00242_c,EXCbothC00013_e,R00278_c,Tc2eC00153_c,EXCbothC00147_e,R00345_c,R00086_m,Tc2eC00186_c,R01561_c,R01863_c,R02147_c,R02493_c,R00355_c,R01969_c,R02297_c,Tc2eC00147_c,EXCbothC00186_e,R00094_m,EXCbothC00534_e,Tc2eC00106_c,Tc2eC00027_c,Tc2eC00011_c,Tc2mC00041_c,R00200_c,R01529_c,R00408_m,R00174_c,R00243_c,R01056_c,EXCbothC00242_e,R00256_c,EXCbothC00262_e,R00277_c,EXCbothC00097_e,EXCbothC00294_e,EXCbothC00152_e,Tc2eC00007_c,R01057_c,Tc2mC00080_c,Tc2eC00559_c,Tc2eC00084_c
44	C00018_c	alternative_3	Pyridoxal phosphate	32.0	10.0	50	119	0.00016257495306599184	0.00042368018071743327	R00848_m,R01561_c,R01863_c,R01068_c,R02557_c,R02147_c,R00703_c,R01641_c,R01876_c,R02748_c,R00200_c,R01969_c,R02297_c,R02294_c,R01067_c,R01829_c	R03222_m,R07456_c,FeSsyn1_m,R00355_c,R00345_c	R00086_m,Tc2eC00186_c,R00310_m,R01561_c,R01863_c,R02557_c,R02147_c,R02493_c,R00355_c,R05875_m,R00842_c,R01969_c,R02163Men_m,R02297_c,R00756_c,R00094_m,R02749_c,R01015_c,R00703_c,R07456_c,R01876_c,R02748_c,R00200_c,R01529_c,R00408_m,R00174_c,R01843_c,R00848_m,R01909_c,R01066_c,R01641_c,R00243_c,R03222_m,R01056_c,R00256_c,R00277_c,R02294_c,R01829_c,R00115_m,R02164Men_m,R00578_c,R01195_m,R01068_c,R00278_c,R00127_c,FeSsyn1_m,R07460_m,R01057_c,R01067_c,R00345_c	Tc2eC00294_c,Tc2eC00534_c,R00842_c,Tc2eC01079_c,EXCbothC00022_e,R07456_c,R01843_c,EXCbothC00011_e,EXCbothC00032_e,R03222_m,Tc2mC01079_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R07460_m,EXCbothC00212_e,EXCbothC01762_e,R01067_c,R00310_m,EXCbothC03150_e,R02557_c,EXCbothC00153_e,Tc2eC00299_c,Tc2mC00032_c,Tc2eC00097_c,R02163Men_m,EXCbothC00009_e,R00756_c,R02749_c,R01015_c,EXCbothC00314_e,Tc2eC00022_c,Tc2eC00032_c,R01876_c,Tc2eC00009_c,EXCbothC00387_e,R00848_m,EXCbothC00559_e,EXCbothC00385_e,MT_biomass_C00018_c,Tc2mC00007_c,EXCbothC00007_e,R00115_m,Tc2eC00013_c,Tc2mC00097_c,Tc2eC05512_c,EXCbothC00299_e,EXCbothC05512_e,R01195_m,R00127_c,FeSsyn1_m,Tc2eC00250_c,Tc2eC00385_c,Tc2mC00027_c,Tc2eC00387_c,R05875_m,EXCbothC00027_e,EXCbothC00250_e,Tc2eC00314_c,Tc2eC00262_c,Tc2eC01762_c,R00703_c,Tc2eC00330_c,EXCbothC00330_e,R02748_c,EXCbothC00084_e,R01909_c,R01066_c,Tc2eC00212_c,R01641_c,R01829_c,R02164Men_m,EXCbothC00106_e,R00578_c,FeStran1_m,R01068_c,EXCbothC00080_e,EXCbothC01079_e,Tc2eC00242_c,EXCbothC00013_e,R00278_c,Tc2eC00153_c,EXCbothC00147_e,R00345_c,R00086_m,Tc2eC00186_c,R01561_c,R01863_c,R02147_c,R02493_c,R00355_c,R01969_c,R02297_c,Tc2eC00147_c,EXCbothC00186_e,R00094_m,EXCbothC00534_e,Tc2eC00106_c,Tc2eC00027_c,Tc2eC00011_c,Tc2mC00041_c,R00200_c,R01529_c,R00408_m,R00174_c,R00243_c,R01056_c,EXCbothC00242_e,R00256_c,EXCbothC00262_e,R00277_c,EXCbothC00097_e,EXCbothC00294_e,EXCbothC00152_e,Tc2eC00007_c,R01057_c,Tc2mC00080_c,Tc2eC00559_c,Tc2eC00084_c
43	C00018_c	alternative_2	Pyridoxal phosphate	32.0	10.0	50	119	0.00016257495306599184	0.00042368018071743327	R00848_m,R01561_c,R01863_c,R01068_c,R02557_c,R02147_c,R00703_c,R01641_c,R01876_c,R02748_c,R00200_c,R01969_c,R02297_c,R02294_c,R01067_c,R01829_c	R03222_m,R07456_c,FeSsyn1_m,R00355_c,R00345_c	R00086_m,Tc2eC00186_c,R00310_m,R01561_c,R01863_c,R02557_c,R02147_c,R02493_c,R00355_c,R05875_m,R00842_c,R01969_c,R02163Men_m,R02297_c,R00756_c,R00094_m,R02749_c,R01015_c,R00703_c,R07456_c,R01876_c,R02748_c,R00200_c,R01529_c,R00408_m,R00174_c,R01843_c,R00848_m,R01909_c,R01066_c,R01641_c,R00243_c,R03222_m,R01056_c,R00256_c,R00277_c,R02294_c,R01829_c,R00115_m,R02164Men_m,R00578_c,R01195_m,R01068_c,R00278_c,R00127_c,FeSsyn1_m,R07460_m,R01057_c,R01067_c,R00345_c	Tc2eC00294_c,Tc2eC00534_c,R00842_c,Tc2eC01079_c,EXCbothC00022_e,R07456_c,R01843_c,EXCbothC00011_e,EXCbothC00032_e,R03222_m,Tc2mC01079_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R07460_m,EXCbothC00212_e,EXCbothC01762_e,R01067_c,R00310_m,EXCbothC03150_e,R02557_c,EXCbothC00153_e,Tc2eC00299_c,Tc2mC00032_c,Tc2eC00097_c,R02163Men_m,EXCbothC00009_e,R00756_c,R02749_c,R01015_c,EXCbothC00314_e,Tc2eC00022_c,Tc2eC00032_c,R01876_c,Tc2eC00009_c,EXCbothC00387_e,R00848_m,EXCbothC00559_e,EXCbothC00385_e,MT_biomass_C00018_c,Tc2mC00007_c,EXCbothC00007_e,R00115_m,Tc2eC00013_c,Tc2mC00097_c,Tc2eC05512_c,EXCbothC00299_e,EXCbothC05512_e,R01195_m,R00127_c,FeSsyn1_m,Tc2eC00250_c,Tc2eC00385_c,Tc2mC00027_c,Tc2eC00387_c,R05875_m,EXCbothC00027_e,EXCbothC00250_e,Tc2eC00314_c,Tc2eC00262_c,Tc2eC01762_c,R00703_c,Tc2eC00330_c,EXCbothC00330_e,R02748_c,EXCbothC00084_e,R01909_c,R01066_c,Tc2eC00212_c,R01641_c,R01829_c,R02164Men_m,EXCbothC00106_e,R00578_c,FeStran1_m,R01068_c,EXCbothC00080_e,EXCbothC01079_e,Tc2eC00242_c,EXCbothC00013_e,R00278_c,Tc2eC00153_c,EXCbothC00147_e,R00345_c,R00086_m,Tc2eC00186_c,R01561_c,R01863_c,R02147_c,R02493_c,R00355_c,R01969_c,R02297_c,Tc2eC00147_c,EXCbothC00186_e,R00094_m,EXCbothC00534_e,Tc2eC00106_c,Tc2eC00027_c,Tc2eC00011_c,Tc2mC00041_c,R00200_c,R01529_c,R00408_m,R00174_c,R00243_c,R01056_c,EXCbothC00242_e,R00256_c,EXCbothC00262_e,R00277_c,EXCbothC00097_e,EXCbothC00294_e,EXCbothC00152_e,Tc2eC00007_c,R01057_c,Tc2mC00080_c,Tc2eC00559_c,Tc2eC00084_c
121	C00129_c	alternative_2	Isopentenyl diphosphate	30.434782608695656	6.521739130434782	46	83	0.00018269275662885658	0.0004621052079435784	Tc2aC00111_c,R01015_a,R01068_c,R01516_c,R01518_c,R01641_c,Tc2aC00074_c,R01662_c,R02294_c,R01829_c,R01061_c,R01067_c,R00658_c,R00248_a	R00355_c,R00345_c,R05634_a	R05636_a,R00093_c,R01395_c,R05634_a,R00355_c,R00765_c,R01819_c,R01061_c,R00004_c,R01015_c,R00157_c,R01516_c,R00299_c,R01662_c,R01529_c,R00248_a,R01843_c,R08689_a,R05637_a,R05633_a,R01015_a,R05884_a,R01518_c,R01641_c,R01056_c,R00149_c,R00256_c,R02294_c,R01195_a,R01829_c,R00658_c,R00200_a,R00867_c,R00769_c,Tc2aC00111_c,R00578_c,R05688_a,R01326_c,R01068_c,R02740_c,R00127_c,Tc2aC00074_c,R01057_c,R01961_c,R01067_c,R00345_c	R05636_a,R01395_c,R05634_a,R01819_c,EXCbothC00022_e,R01662_c,R01843_c,R05637_a,EXCbothC00011_e,R00149_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R00200_a,Tc2eC00329_c,R00769_c,R05688_a,R01326_c,Tc2aC00013_c,R01067_c,Tc2aC00026_c,EXCbothC03150_e,EXCbothC00153_e,R00765_c,R01061_c,R00570_a,R01015_c,Tc2eC00022_c,R01516_c,R00299_c,R00248_a,MT_biomass_C00129_c,R08689_a,R05633_a,EXCbothC00031_e,Tc2aC00001_c,Tc2aC00080_c,R01195_a,Tc2eC00013_c,R00658_c,EXCbothC01563_e,R02740_c,R00127_c,R01961_c,Tc2aC00022_c,EXCbothC00049_e,R00004_c,Tc2aC00025_c,Tc2aC00129_c,Tc2eC01563_c,EXCbothC00159_e,R01015_a,R05884_a,R01518_c,R01641_c,Tc2aC00009_c,R01829_c,Tc2aC00011_c,R00578_c,R00512_a,R01068_c,Tc2eC00159_c,EXCbothC00013_e,Tc2aC00074_c,Tc2eC00153_c,Tc2eC00031_c,R00345_c,R00093_c,Tc2eC00095_c,R00355_c,EXCbothC00329_e,R00157_c,Tc2eC00049_c,Tc2eC00011_c,R01529_c,Tc2aC00014_c,R01056_c,R00256_c,R00867_c,Tc2aC00111_c,EXCbothC00095_e,EXCbothC00152_e,R01057_c
122	C00129_c	alternative_3	Isopentenyl diphosphate	30.434782608695656	6.521739130434782	46	83	0.00018269275662885658	0.0004621052079435784	Tc2aC00111_c,R01015_a,R01068_c,R01516_c,R01518_c,R01641_c,Tc2aC00074_c,R01662_c,R02294_c,R01829_c,R01061_c,R01067_c,R00658_c,R00248_a	R00355_c,R00345_c,R05634_a	R05636_a,R00093_c,R01395_c,R05634_a,R00355_c,R00765_c,R01819_c,R01061_c,R00004_c,R01015_c,R00157_c,R01516_c,R00299_c,R01662_c,R01529_c,R00248_a,R01843_c,R08689_a,R05637_a,R05633_a,R01015_a,R05884_a,R01518_c,R01641_c,R01056_c,R00149_c,R00256_c,R02294_c,R01195_a,R01829_c,R00658_c,R00200_a,R00867_c,R00769_c,Tc2aC00111_c,R00578_c,R05688_a,R01326_c,R01068_c,R02740_c,R00127_c,Tc2aC00074_c,R01057_c,R01961_c,R01067_c,R00345_c	R05636_a,R01395_c,R05634_a,R01819_c,EXCbothC00022_e,R01662_c,R01843_c,R05637_a,EXCbothC00011_e,R00149_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R00200_a,Tc2eC00329_c,R00769_c,R05688_a,R01326_c,Tc2aC00013_c,R01067_c,Tc2aC00026_c,EXCbothC03150_e,EXCbothC00153_e,R00765_c,R01061_c,R00570_a,R01015_c,Tc2eC00022_c,R01516_c,R00299_c,R00248_a,MT_biomass_C00129_c,R08689_a,R05633_a,EXCbothC00031_e,Tc2aC00001_c,Tc2aC00080_c,R01195_a,Tc2eC00013_c,R00658_c,EXCbothC01563_e,R02740_c,R00127_c,R01961_c,Tc2aC00022_c,EXCbothC00049_e,R00004_c,Tc2aC00025_c,Tc2aC00129_c,Tc2eC01563_c,EXCbothC00159_e,R01015_a,R05884_a,R01518_c,R01641_c,Tc2aC00009_c,R01829_c,Tc2aC00011_c,R00578_c,R00512_a,R01068_c,Tc2eC00159_c,EXCbothC00013_e,Tc2aC00074_c,Tc2eC00153_c,Tc2eC00031_c,R00345_c,R00093_c,Tc2eC00095_c,R00355_c,EXCbothC00329_e,R00157_c,Tc2eC00049_c,Tc2eC00011_c,R01529_c,Tc2aC00014_c,R01056_c,R00256_c,R00867_c,Tc2aC00111_c,EXCbothC00095_e,EXCbothC00152_e,R01057_c
120	C00129_c	alternative_1	Isopentenyl diphosphate	30.434782608695656	6.521739130434782	46	83	0.00018269275662885658	0.0004621052079435784	Tc2aC00111_c,R01015_a,R01068_c,R01516_c,R01518_c,R01641_c,Tc2aC00074_c,R01662_c,R02294_c,R01829_c,R01061_c,R01067_c,R00658_c,R00248_a	R00355_c,R00345_c,R05634_a	R05636_a,R00093_c,R01395_c,R05634_a,R00355_c,R00765_c,R01819_c,R01061_c,R00004_c,R01015_c,R00157_c,R01516_c,R00299_c,R01662_c,R01529_c,R00248_a,R01843_c,R08689_a,R05637_a,R05633_a,R01015_a,R05884_a,R01518_c,R01641_c,R01056_c,R00149_c,R00256_c,R02294_c,R01195_a,R01829_c,R00658_c,R00200_a,R00867_c,R00769_c,Tc2aC00111_c,R00578_c,R05688_a,R01326_c,R01068_c,R02740_c,R00127_c,Tc2aC00074_c,R01057_c,R01961_c,R01067_c,R00345_c	R05636_a,R01395_c,R05634_a,R01819_c,EXCbothC00022_e,R01662_c,R01843_c,R05637_a,EXCbothC00011_e,R00149_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R00200_a,Tc2eC00329_c,R00769_c,R05688_a,R01326_c,Tc2aC00013_c,R01067_c,Tc2aC00026_c,EXCbothC03150_e,EXCbothC00153_e,R00765_c,R01061_c,R00570_a,R01015_c,Tc2eC00022_c,R01516_c,R00299_c,R00248_a,MT_biomass_C00129_c,R08689_a,R05633_a,EXCbothC00031_e,Tc2aC00001_c,Tc2aC00080_c,R01195_a,Tc2eC00013_c,R00658_c,EXCbothC01563_e,R02740_c,R00127_c,R01961_c,Tc2aC00022_c,EXCbothC00049_e,R00004_c,Tc2aC00025_c,Tc2aC00129_c,Tc2eC01563_c,EXCbothC00159_e,R01015_a,R05884_a,R01518_c,R01641_c,Tc2aC00009_c,R01829_c,Tc2aC00011_c,R00578_c,R00512_a,R01068_c,Tc2eC00159_c,EXCbothC00013_e,Tc2aC00074_c,Tc2eC00153_c,Tc2eC00031_c,R00345_c,R00093_c,Tc2eC00095_c,R00355_c,EXCbothC00329_e,R00157_c,Tc2eC00049_c,Tc2eC00011_c,R01529_c,Tc2aC00014_c,R01056_c,R00256_c,R00867_c,Tc2aC00111_c,EXCbothC00095_e,EXCbothC00152_e,R01057_c
233	C15672_m	alternative_3	Heme O	29.166666666666668	6.25	48	92	0.00022472997876062722	0.0005521936620975412	Tc2aC00111_c,R01015_a,R01068_c,R01516_c,R01518_c,R01641_c,Tc2aC00074_c,R01662_c,R02294_c,R01829_c,R01061_c,R01067_c,R00658_c,R00248_a	R00355_c,R00345_c,R05634_a	R05636_a,R05634_a,R00355_c,R00765_c,R01658_c,R01819_c,R01061_c,R00756_c,R00004_c,R01015_c,R01516_c,R00299_c,R08210_a,R01662_c,R01529_c,R00248_a,R01843_c,R08689_a,R05637_a,R05633_a,R07411_m,R01015_a,R05884_a,R01518_c,R01641_c,R01056_c,R00256_c,R02003_c,R02294_c,R01195_a,R01829_c,R00658_c,R00200_a,R00867_c,Tc2aC00111_c,R00578_c,R05688_a,R01326_c,R01068_c,R02740_c,R00115_a,R00094_c,R00127_c,Tc2aC00074_c,R01057_c,R01961_c,R01067_c,R00345_c	R05636_a,R05634_a,R01819_c,EXCbothC00022_e,R01662_c,Tc2aC00051_c,R01843_c,R05637_a,EXCbothC00011_e,EXCbothC00032_e,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R00200_a,Tc2eC00329_c,R05688_a,R01326_c,R00094_c,Tc2aC00013_c,R01067_c,Tc2aC00026_c,EXCbothC03150_e,EXCbothC00153_e,Tc2mC00032_c,R00765_c,R01658_c,R01061_c,R00570_a,R00756_c,R01015_c,Tc2eC00022_c,Tc2eC00032_c,R01516_c,R00299_c,R00248_a,R08689_a,R05633_a,R07411_m,EXCbothC00031_e,Tc2aC00001_c,Tc2mC00013_c,Tc2aC00080_c,R02003_c,R01195_a,R00658_c,R02740_c,R00115_a,R00127_c,R01961_c,MT_biomass_C15672_m,Tc2aC00022_c,EXCbothC00049_e,R00004_c,R08210_a,Tc2aC00025_c,Tc2aC00129_c,EXCbothC00159_e,R01015_a,R05884_a,R01518_c,R01641_c,Tc2aC00009_c,R01829_c,Tc2aC00011_c,Tc2mC00001_c,R00578_c,R00512_a,R01068_c,Tc2eC00159_c,Tc2aC00074_c,Tc2eC00153_c,Tc2eC00031_c,R00345_c,Tc2aC00235_c,Tc2eC00095_c,R00355_c,EXCbothC00329_e,Tc2aC00127_c,Tc2eC00049_c,Tc2eC00011_c,R01529_c,Tc2aC00014_c,Tc2eC00025_c,R01056_c,R00256_c,EXCbothC00025_e,R00867_c,Tc2aC00111_c,EXCbothC00095_e,EXCbothC00152_e,R01057_c,Tc2mC00448_c
232	C15672_m	alternative_2	Heme O	29.166666666666668	6.25	48	92	0.00022472997876062722	0.0005521936620975412	Tc2aC00111_c,R01015_a,R01068_c,R01516_c,R01518_c,R01641_c,Tc2aC00074_c,R01662_c,R02294_c,R01829_c,R01061_c,R01067_c,R00658_c,R00248_a	R00355_c,R00345_c,R05634_a	R05636_a,R05634_a,R00355_c,R00765_c,R01658_c,R01819_c,R01061_c,R00756_c,R00004_c,R01015_c,R01516_c,R00299_c,R08210_a,R01662_c,R01529_c,R00248_a,R01843_c,R08689_a,R05637_a,R05633_a,R07411_m,R01015_a,R05884_a,R01518_c,R01641_c,R01056_c,R00256_c,R02003_c,R02294_c,R01195_a,R01829_c,R00658_c,R00200_a,R00867_c,Tc2aC00111_c,R00578_c,R05688_a,R01326_c,R01068_c,R02740_c,R00115_a,R00094_c,R00127_c,Tc2aC00074_c,R01057_c,R01961_c,R01067_c,R00345_c	R05636_a,R05634_a,R01819_c,EXCbothC00022_e,R01662_c,Tc2aC00051_c,R01843_c,R05637_a,EXCbothC00011_e,EXCbothC00032_e,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R00200_a,Tc2eC00329_c,R05688_a,R01326_c,R00094_c,Tc2aC00013_c,R01067_c,Tc2aC00026_c,EXCbothC03150_e,EXCbothC00153_e,Tc2mC00032_c,R00765_c,R01658_c,R01061_c,R00570_a,R00756_c,R01015_c,Tc2eC00022_c,Tc2eC00032_c,R01516_c,R00299_c,R00248_a,R08689_a,R05633_a,R07411_m,EXCbothC00031_e,Tc2aC00001_c,Tc2mC00013_c,Tc2aC00080_c,R02003_c,R01195_a,R00658_c,R02740_c,R00115_a,R00127_c,R01961_c,MT_biomass_C15672_m,Tc2aC00022_c,EXCbothC00049_e,R00004_c,R08210_a,Tc2aC00025_c,Tc2aC00129_c,EXCbothC00159_e,R01015_a,R05884_a,R01518_c,R01641_c,Tc2aC00009_c,R01829_c,Tc2aC00011_c,Tc2mC00001_c,R00578_c,R00512_a,R01068_c,Tc2eC00159_c,Tc2aC00074_c,Tc2eC00153_c,Tc2eC00031_c,R00345_c,Tc2aC00235_c,Tc2eC00095_c,R00355_c,EXCbothC00329_e,Tc2aC00127_c,Tc2eC00049_c,Tc2eC00011_c,R01529_c,Tc2aC00014_c,Tc2eC00025_c,R01056_c,R00256_c,EXCbothC00025_e,R00867_c,Tc2aC00111_c,EXCbothC00095_e,EXCbothC00152_e,R01057_c,Tc2mC00448_c
231	C15672_m	alternative_1	Heme O	29.166666666666668	6.25	48	92	0.00022472997876062722	0.0005521936620975412	Tc2aC00111_c,R01015_a,R01068_c,R01516_c,R01518_c,R01641_c,Tc2aC00074_c,R01662_c,R02294_c,R01829_c,R01061_c,R01067_c,R00658_c,R00248_a	R00355_c,R00345_c,R05634_a	R05636_a,R05634_a,R00355_c,R00765_c,R01658_c,R01819_c,R01061_c,R00756_c,R00004_c,R01015_c,R01516_c,R00299_c,R08210_a,R01662_c,R01529_c,R00248_a,R01843_c,R08689_a,R05637_a,R05633_a,R07411_m,R01015_a,R05884_a,R01518_c,R01641_c,R01056_c,R00256_c,R02003_c,R02294_c,R01195_a,R01829_c,R00658_c,R00200_a,R00867_c,Tc2aC00111_c,R00578_c,R05688_a,R01326_c,R01068_c,R02740_c,R00115_a,R00094_c,R00127_c,Tc2aC00074_c,R01057_c,R01961_c,R01067_c,R00345_c	R05636_a,R05634_a,R01819_c,EXCbothC00022_e,R01662_c,Tc2aC00051_c,R01843_c,R05637_a,EXCbothC00011_e,EXCbothC00032_e,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R00200_a,Tc2eC00329_c,R05688_a,R01326_c,R00094_c,Tc2aC00013_c,R01067_c,Tc2aC00026_c,EXCbothC03150_e,EXCbothC00153_e,Tc2mC00032_c,R00765_c,R01658_c,R01061_c,R00570_a,R00756_c,R01015_c,Tc2eC00022_c,Tc2eC00032_c,R01516_c,R00299_c,R00248_a,R08689_a,R05633_a,R07411_m,EXCbothC00031_e,Tc2aC00001_c,Tc2mC00013_c,Tc2aC00080_c,R02003_c,R01195_a,R00658_c,R02740_c,R00115_a,R00127_c,R01961_c,MT_biomass_C15672_m,Tc2aC00022_c,EXCbothC00049_e,R00004_c,R08210_a,Tc2aC00025_c,Tc2aC00129_c,EXCbothC00159_e,R01015_a,R05884_a,R01518_c,R01641_c,Tc2aC00009_c,R01829_c,Tc2aC00011_c,Tc2mC00001_c,R00578_c,R00512_a,R01068_c,Tc2eC00159_c,Tc2aC00074_c,Tc2eC00153_c,Tc2eC00031_c,R00345_c,Tc2aC00235_c,Tc2eC00095_c,R00355_c,EXCbothC00329_e,Tc2aC00127_c,Tc2eC00049_c,Tc2eC00011_c,R01529_c,Tc2aC00014_c,Tc2eC00025_c,R01056_c,R00256_c,EXCbothC00025_e,R00867_c,Tc2aC00111_c,EXCbothC00095_e,EXCbothC00152_e,R01057_c,Tc2mC00448_c
